FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2020,Count,People,297758,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2020,Count,People,354678,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2020,Count,People,323989,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2020,Count,People,399527,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2020,Count,People,352780,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2020,Count,People,393054,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2020,Count,People,297511,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2020,Count,People,278871,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2020,Count,People,265709,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2020,Count,People,377899,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2020,Count,People,373592,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2020,Count,People,341206,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2018,Count,People,374287,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2018,Count,People,301089,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2018,Count,People,347997,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2018,Count,People,317522,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2018,Count,People,386660,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2018,Count,People,336306,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2018,Count,People,404687,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2018,Count,People,287790,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2018,Count,People,284564,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2018,Count,People,276862,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2018,Count,People,382340,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2018,Count,People,361258,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2018,Count,People,350624,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2019,Count,People,294013,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2019,Count,People,279220,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2019,Count,People,271104,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2019,Count,People,381391,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2019,Count,People,368238,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2019,Count,People,347086,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2018,Count,People,270965,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2018,Count,People,191102,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2018,Count,People,300413,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2018,Count,People,81449,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2018,Count,People,41927,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2018,Count,People,140258,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2022,Count,People,324474,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2022,Count,People,287462,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2022,Count,People,360325,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2022,Count,People,341236,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2022,Count,People,401003,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2022,Count,People,368396,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2022,Count,People,382031,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2022,Count,People,306312,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2022,Count,People,286186,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2022,Count,People,258150,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2022,Count,People,363972,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2022,Count,People,388331,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2022,Count,People,323758,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2023,Count,People,293741,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2023,Count,People,315734,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2023,Count,People,256462,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2023,Count,People,305353,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2023,Count,People,388665,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2023,Count,People,366543,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2023,Count,People,359484,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2022,Count,People,278448,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2022,Count,People,223412,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2022,Count,People,312466,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2022,Count,People,88047,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2022,Count,People,47035,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2022,Count,People,145458,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2021,Count,People,280753,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2021,Count,People,333732,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2021,Count,People,260979,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2021,Count,People,303416,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2021,Count,People,381262,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2021,Count,People,357447,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2021,Count,People,370964,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2020,Count,People,285546,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2020,Count,People,198966,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2020,Count,People,300650,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2020,Count,People,85139,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2020,Count,People,44233,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2020,Count,People,144324,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2021,Count,People,289664,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2021,Count,People,205100,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2021,Count,People,305261,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2021,Count,People,86744,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2021,Count,People,45600,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2021,Count,People,144102,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2021,Count,People,337300,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2021,Count,People,292753,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2021,Count,People,330609,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2021,Count,People,400845,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2021,Count,People,360685,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2021,Count,People,389260,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2023,Count,People,125112,"Fertility - Constant, Mortality - No improvement",0-4 years,Female
S92000003,2023,Count,People,156075,"Fertility - Constant, Mortality - No improvement",10-14 years,Male
S92000003,2023,Count,People,150221,"Fertility - Constant, Mortality - No improvement",15-19 years,Male
S92000003,2023,Count,People,131350,"Fertility - Constant, Mortality - No improvement",0-4 years,Male
S92000003,2023,Count,People,34897,"Fertility - Constant, Mortality - No improvement",85-89 years,Male
S92000003,2023,Count,People,15618,"Fertility - Constant, Mortality - No improvement",90 years and over,Male
S92000003,2023,Count,People,149278,"Fertility - Constant, Mortality - No improvement",10-14 years,Female
S92000003,2022,Count,People,83849,"Fertility - Constant, Mortality - No improvement",80-84 years,Female
S92000003,2022,Count,People,54198,"Fertility - Constant, Mortality - No improvement",85-89 years,Female
S92000003,2022,Count,People,31940,"Fertility - Constant, Mortality - No improvement",90 years and over,Female
S92000003,2023,Count,People,143520,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2023,Count,People,156538,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2022,Count,People,61609,"Fertility - Constant, Mortality - No improvement",80-84 years,Male
S92000003,2024,Count,People,125014,"Fertility - Constant, Mortality - No improvement",0-4 years,Female
S92000003,2024,Count,People,155208,"Fertility - Constant, Mortality - No improvement",10-14 years,Male
S92000003,2024,Count,People,153083,"Fertility - Constant, Mortality - No improvement",15-19 years,Male
S92000003,2024,Count,People,131251,"Fertility - Constant, Mortality - No improvement",0-4 years,Male
S92000003,2023,Count,People,206676,"Fertility - Constant, Mortality - No improvement",55-59 years,Female
S92000003,2023,Count,People,194515,"Fertility - Constant, Mortality - No improvement",60-64 years,Female
S92000003,2024,Count,People,147794,"Fertility - Constant, Mortality - No improvement",10-14 years,Female
S92000003,2023,Count,People,85363,"Fertility - Constant, Mortality - No improvement",80-84 years,Female
S92000003,2023,Count,People,55152,"Fertility - Constant, Mortality - No improvement",85-89 years,Female
S92000003,2023,Count,People,32341,"Fertility - Constant, Mortality - No improvement",90 years and over,Female
S92000003,2024,Count,People,146881,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2024,Count,People,153566,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2023,Count,People,63060,"Fertility - Constant, Mortality - No improvement",80-84 years,Male
S92000003,2039,Count,People,2797761,"Fertility - Constant, Mortality - No improvement",All,Female
S92000003,2038,Count,People,2802974,"Fertility - Constant, Mortality - No improvement",All,Female
S92000003,2037,Count,People,2807767,"Fertility - Constant, Mortality - No improvement",All,Female
S92000003,2037,Count,People,2681540,"Fertility - Constant, Mortality - No improvement",All,Male
S92000003,2023,Count,People,195236,"Fertility - Constant, Mortality - No improvement",30-34 years,Female
S92000003,2023,Count,People,186124,"Fertility - Constant, Mortality - No improvement",35-39 years,Female
S92000003,2038,Count,People,2677310,"Fertility - Constant, Mortality - No improvement",All,Male
S92000003,2034,Count,People,2819264,"Fertility - Constant, Mortality - No improvement",All,Female
S92000003,2040,Count,People,2792182,"Fertility - Constant, Mortality - No improvement",All,Female
S92000003,2034,Count,People,2691752,"Fertility - Constant, Mortality - No improvement",All,Male
S92000003,2041,Count,People,2786263,"Fertility - Constant, Mortality - No improvement",All,Female
